label,trt,site,yr,month,mo,day,plot,type,g_m2,plot_perc
bison3_August_litter,bison,bison_3,2022,August,8,5,3,litter,117,56.52173913
bison3_August_grass,bison,bison_3,2022,August,8,5,4,grass,173,31.74311927
bison3_August_forb,bison,bison_3,2022,August,8,5,4,forb,0,0
bison3_August_woody,bison,bison_3,2022,August,8,5,4,woody,0,0
bison3_August_litter,bison,bison_3,2022,August,8,5,4,litter,372,68.25688073
bison3_August_grass,bison,bison_3,2022,August,8,5,5,grass,100,44.44444444
bison3_August_forb,bison,bison_3,2022,August,8,5,5,forb,0,0
bison3_August_woody,bison,bison_3,2022,August,8,5,5,woody,0,0
bison3_August_litter,bison,bison_3,2022,August,8,5,5,litter,125,55.55555556
ungrazed1_August_grass,ungrazed,ungrazed_1,2022,August,8,4,1,grass,84,15.55555556
ungrazed1_August_forb,ungrazed,ungrazed_1,2022,August,8,4,1,forb,82,15.18518519
ungrazed1_August_woody,ungrazed,ungrazed_1,2022,August,8,4,1,woody,0,0
ungrazed1_August_litter,ungrazed,ungrazed_1,2022,August,8,4,1,litter,374,69.25925926
ungrazed1_August_grass,ungrazed,ungrazed_1,2022,August,8,4,2,grass,104,24.41314554
ungrazed1_August_forb,ungrazed,ungrazed_1,2022,August,8,4,2,forb,53,12.44131455
ungrazed1_August_woody,ungrazed,ungrazed_1,2022,August,8,4,2,woody,0,0
ungrazed1_August_litter,ungrazed,ungrazed_1,2022,August,8,4,2,litter,269,63.14553991
ungrazed1_August_grass,ungrazed,ungrazed_1,2022,August,8,4,3,grass,94,33.2155477
ungrazed1_August_forb,ungrazed,ungrazed_1,2022,August,8,4,3,forb,38,13.42756184
ungrazed1_August_woody,ungrazed,ungrazed_1,2022,August,8,4,3,woody,0,0
ungrazed1_August_litter,ungrazed,ungrazed_1,2022,August,8,4,3,litter,151,53.35689046
ungrazed1_August_grass,ungrazed,ungrazed_1,2022,August,8,4,4,grass,58,16.06648199
ungrazed1_August_forb,ungrazed,ungrazed_1,2022,August,8,4,4,forb,200,55.40166205
ungrazed1_August_woody,ungrazed,ungrazed_1,2022,August,8,4,4,woody,0,0
ungrazed1_August_litter,ungrazed,ungrazed_1,2022,August,8,4,4,litter,103,28.53185596
ungrazed1_August_grass,ungrazed,ungrazed_1,2022,August,8,4,5,grass,86,47.77777778
ungrazed1_August_forb,ungrazed,ungrazed_1,2022,August,8,4,5,forb,10,5.555555556
ungrazed1_August_woody,ungrazed,ungrazed_1,2022,August,8,4,5,woody,0,0
ungrazed1_August_litter,ungrazed,ungrazed_1,2022,August,8,4,5,litter,84,46.66666667
ungrazed2_August_grass,ungrazed,ungrazed_2,2022,August,8,8,1,grass,105,17.3553719
ungrazed2_August_forb,ungrazed,ungrazed_2,2022,August,8,8,1,forb,6,0.991735537
ungrazed2_August_woody,ungrazed,ungrazed_2,2022,August,8,8,1,woody,0,0
ungrazed2_August_litter,ungrazed,ungrazed_2,2022,August,8,8,1,litter,494,81.65289256
ungrazed2_August_grass,ungrazed,ungrazed_2,2022,August,8,8,2,grass,118,27.18894009
ungrazed2_August_forb,ungrazed,ungrazed_2,2022,August,8,8,2,forb,91,20.96774194
ungrazed2_August_woody,ungrazed,ungrazed_2,2022,August,8,8,2,woody,0,0
ungrazed2_August_litter,ungrazed,ungrazed_2,2022,August,8,8,2,litter,225,51.84331797
ungrazed2_August_grass,ungrazed,ungrazed_2,2022,August,8,8,3,grass,9,27.27272727
ungrazed2_August_forb,ungrazed,ungrazed_2,2022,August,8,8,3,forb,0,0
ungrazed2_August_woody,ungrazed,ungrazed_2,2022,August,8,8,3,woody,0,0
ungrazed2_August_litter,ungrazed,ungrazed_2,2022,August,8,8,3,litter,24,72.72727273
ungrazed2_August_grass,ungrazed,ungrazed_2,2022,August,8,8,4,grass,68,24.28571429
ungrazed2_August_forb,ungrazed,ungrazed_2,2022,August,8,8,4,forb,43,15.35714286
ungrazed2_August_woody,ungrazed,ungrazed_2,2022,August,8,8,4,woody,0,0
ungrazed2_August_litter,ungrazed,ungrazed_2,2022,August,8,8,4,litter,169,60.35714286
ungrazed2_August_grass,ungrazed,ungrazed_2,2022,August,8,8,5,grass,75,30.99173554
ungrazed2_August_forb,ungrazed,ungrazed_2,2022,August,8,8,5,forb,47,19.4214876
ungrazed2_August_woody,ungrazed,ungrazed_2,2022,August,8,8,5,woody,0,0
ungrazed2_August_litter,ungrazed,ungrazed_2,2022,August,8,8,5,litter,120,49.58677686
ungrazed3_August_grass,ungrazed,ungrazed_3,2022,August,8,10,1,grass,8,13.91304348
ungrazed3_August_forb,ungrazed,ungrazed_3,2022,August,8,10,1,forb,0.5,0.869565217
ungrazed3_August_woody,ungrazed,ungrazed_3,2022,August,8,10,1,woody,0,0
ungrazed3_August_litter,ungrazed,ungrazed_3,2022,August,8,10,1,litter,49,85.2173913
ungrazed3_August_grass,ungrazed,ungrazed_3,2022,August,8,10,2,grass,5,16.39344262
ungrazed3_August_forb,ungrazed,ungrazed_3,2022,August,8,10,2,forb,0.5,1.639344262
ungrazed3_August_woody,ungrazed,ungrazed_3,2022,August,8,10,2,woody,0,0
ungrazed3_August_litter,ungrazed,ungrazed_3,2022,August,8,10,2,litter,25,81.96721311
ungrazed3_August_grass,ungrazed,ungrazed_3,2022,August,8,10,3,grass,13,32.5
ungrazed3_August_forb,ungrazed,ungrazed_3,2022,August,8,10,3,forb,0,0
ungrazed3_August_woody,ungrazed,ungrazed_3,2022,August,8,10,3,woody,0,0
ungrazed3_August_litter,ungrazed,ungrazed_3,2022,August,8,10,3,litter,27,67.5
ungrazed3_August_grass,ungrazed,ungrazed_3,2022,August,8,10,4,grass,8,19.75308642
ungrazed3_August_forb,ungrazed,ungrazed_3,2022,August,8,10,4,forb,0.5,1.234567901
ungrazed3_August_woody,ungrazed,ungrazed_3,2022,August,8,10,4,woody,0,0
ungrazed3_August_litter,ungrazed,ungrazed_3,2022,August,8,10,4,litter,32,79.01234568
ungrazed3_August_grass,ungrazed,ungrazed_3,2022,August,8,10,5,grass,9,3.409090909
ungrazed3_August_forb,ungrazed,ungrazed_3,2022,August,8,10,5,forb,0,0
ungrazed3_August_woody,ungrazed,ungrazed_3,2022,August,8,10,5,woody,31,11.74242424
ungrazed3_August_litter,ungrazed,ungrazed_3,2022,August,8,10,5,litter,224,84.84848485
cattle1_August_grass,cattle,cattle_1,2022,August,8,8,1,grass,43,41.34615385
cattle1_August_forb,cattle,cattle_1,2022,August,8,8,1,forb,41,39.42307692
cattle1_August_woody,cattle,cattle_1,2022,August,8,8,1,woody,0,0
cattle1_August_litter,cattle,cattle_1,2022,August,8,8,1,litter,20,19.23076923
cattle1_August_grass,cattle,cattle_1,2022,August,8,8,2,grass,9,2.803738318
cattle1_August_forb,cattle,cattle_1,2022,August,8,8,2,forb,290,90.34267913
cattle1_August_woody,cattle,cattle_1,2022,August,8,8,2,woody,0,0
cattle1_August_litter,cattle,cattle_1,2022,August,8,8,2,litter,22,6.853582555
cattle1_August_grass,cattle,cattle_1,2022,August,8,8,3,grass,52,40.94488189
cattle1_August_forb,cattle,cattle_1,2022,August,8,8,3,forb,32,25.19685039
cattle1_August_woody,cattle,cattle_1,2022,August,8,8,3,woody,8,6.299212598
cattle1_August_litter,cattle,cattle_1,2022,August,8,8,3,litter,35,27.55905512
cattle1_August_grass,cattle,cattle_1,2022,August,8,8,4,grass,37,29.24901186
cattle1_August_forb,cattle,cattle_1,2022,August,8,8,4,forb,37,29.24901186
cattle1_August_woody,cattle,cattle_1,2022,August,8,8,4,woody,0.5,0.395256917
cattle1_August_litter,cattle,cattle_1,2022,August,8,8,4,litter,52,41.10671937
cattle1_August_grass,cattle,cattle_1,2022,August,8,8,5,grass,10,7.352941176
cattle1_August_forb,cattle,cattle_1,2022,August,8,8,5,forb,45,33.08823529
cattle1_August_woody,cattle,cattle_1,2022,August,8,8,5,woody,0,0
cattle1_August_litter,cattle,cattle_1,2022,August,8,8,5,litter,81,59.55882353
cattle2_August_grass,cattle,cattle_2,2022,August,8,5,1,grass,44,75.73149742
cattle2_August_forb,cattle,cattle_2,2022,August,8,5,1,forb,0.1,0.17211704
cattle2_August_woody,cattle,cattle_2,2022,August,8,5,1,woody,0,0
cattle2_August_litter,cattle,cattle_2,2022,August,8,5,1,litter,14,24.09638554
cattle2_August_grass,cattle,cattle_2,2022,August,8,5,2,grass,6,14.63414634
cattle2_August_forb,cattle,cattle_2,2022,August,8,5,2,forb,32,78.04878049
cattle2_August_woody,cattle,cattle_2,2022,August,8,5,2,woody,0,0
cattle2_August_litter,cattle,cattle_2,2022,August,8,5,2,litter,3,7.317073171
cattle2_August_grass,cattle,cattle_2,2022,August,8,5,3,grass,59,48.36065574
cattle2_August_forb,cattle,cattle_2,2022,August,8,5,3,forb,15,12.29508197
cattle2_August_woody,cattle,cattle_2,2022,August,8,5,3,woody,0,0
cattle2_August_litter,cattle,cattle_2,2022,August,8,5,3,litter,48,39.3442623
cattle2_August_grass,cattle,cattle_2,2022,August,8,5,4,grass,61,24.59677419
cattle2_August_forb,cattle,cattle_2,2022,August,8,5,4,forb,0,0
cattle2_August_woody,cattle,cattle_2,2022,August,8,5,4,woody,0,0
cattle2_August_litter,cattle,cattle_2,2022,August,8,5,4,litter,187,75.40322581
cattle2_August_grass,cattle,cattle_2,2022,August,8,5,5,grass,27,4.812834225
cattle2_August_forb,cattle,cattle_2,2022,August,8,5,5,forb,0,0
cattle2_August_woody,cattle,cattle_2,2022,August,8,5,5,woody,0,0
cattle2_August_litter,cattle,cattle_2,2022,August,8,5,5,litter,534,95.18716578
cattle3_August_grass,cattle,cattle_3,2022,August,8,2,1,grass,0.5,1.168224299
cattle3_August_forb,cattle,cattle_3,2022,August,8,2,1,forb,42,98.13084112
cattle3_August_woody,cattle,cattle_3,2022,August,8,2,1,woody,0,0
cattle3_August_litter,cattle,cattle_3,2022,August,8,2,1,litter,0.3,0.700934579
cattle3_August_grass,cattle,cattle_3,2022,August,8,2,2,grass,6,20
cattle3_August_forb,cattle,cattle_3,2022,August,8,2,2,forb,17,56.66666667
cattle3_August_woody,cattle,cattle_3,2022,August,8,2,2,woody,0,0
cattle3_August_litter,cattle,cattle_3,2022,August,8,2,2,litter,7,23.33333333
cattle3_August_grass,cattle,cattle_3,2022,August,8,2,3,grass,0.5,0.952380952
cattle3_August_forb,cattle,cattle_3,2022,August,8,2,3,forb,46,87.61904762
cattle3_August_woody,cattle,cattle_3,2022,August,8,2,3,woody,0,0
cattle3_August_litter,cattle,cattle_3,2022,August,8,2,3,litter,6,11.42857143
cattle3_August_grass,cattle,cattle_3,2022,August,8,2,4,grass,0.5,5.681818182
cattle3_August_forb,cattle,cattle_3,2022,August,8,2,4,forb,8,90.90909091
cattle3_August_woody,cattle,cattle_3,2022,August,8,2,4,woody,0,0
cattle3_August_litter,cattle,cattle_3,2022,August,8,2,4,litter,0.3,3.409090909
cattle3_August_grass,cattle,cattle_3,2022,August,8,2,5,grass,10,50
cattle3_August_forb,cattle,cattle_3,2022,August,8,2,5,forb,0,0
cattle3_August_woody,cattle,cattle_3,2022,August,8,2,5,woody,0,0
cattle3_August_litter,cattle,cattle_3,2022,August,8,2,5,litter,10,50
trtpd1_August_grass,trtpd,trtpd_1,2022,August,8,9,1,grass,0.1,0.452488688
trtpd1_August_forb,trtpd,trtpd_1,2022,August,8,9,1,forb,0,0
trtpd1_August_woody,trtpd,trtpd_1,2022,August,8,9,1,woody,0,0
trtpd1_August_litter,trtpd,trtpd_1,2022,August,8,9,1,litter,22,99.54751131
trtpd1_August_grass,trtpd,trtpd_1,2022,August,8,9,2,grass,0.1,0.138696255
trtpd1_August_forb,trtpd,trtpd_1,2022,August,8,9,2,forb,44,61.02635229
trtpd1_August_woody,trtpd,trtpd_1,2022,August,8,9,2,woody,0,0
trtpd1_August_litter,trtpd,trtpd_1,2022,August,8,9,2,litter,28,38.83495146
trtpd1_August_grass,trtpd,trtpd_1,2022,August,8,9,3,grass,0,0
trtpd1_August_forb,trtpd,trtpd_1,2022,August,8,9,3,forb,0,0
trtpd1_August_woody,trtpd,trtpd_1,2022,August,8,9,3,woody,0,0
trtpd1_August_litter,trtpd,trtpd_1,2022,August,8,9,3,litter,24,100
trtpd1_August_grass,trtpd,trtpd_1,2022,August,8,9,4,grass,0.1,0.057110223
trtpd1_August_forb,trtpd,trtpd_1,2022,August,8,9,4,forb,28,15.99086236
trtpd1_August_woody,trtpd,trtpd_1,2022,August,8,9,4,woody,0,0
trtpd1_August_litter,trtpd,trtpd_1,2022,August,8,9,4,litter,147,83.95202741
trtpd1_August_grass,trtpd,trtpd_1,2022,August,8,9,5,grass,0,0
trtpd1_August_forb,trtpd,trtpd_1,2022,August,8,9,5,forb,126,83.44370861
trtpd1_August_woody,trtpd,trtpd_1,2022,August,8,9,5,woody,0,0
trtpd1_August_litter,trtpd,trtpd_1,2022,August,8,9,5,litter,25,16.55629139
trtpd2_August_grass,trtpd,trtpd_2,2022,August,8,2,1,grass,0,0
trtpd2_August_forb,trtpd,trtpd_2,2022,August,8,2,1,forb,105,84.67741935
trtpd2_August_woody,trtpd,trtpd_2,2022,August,8,2,1,woody,0,0
trtpd2_August_litter,trtpd,trtpd_2,2022,August,8,2,1,litter,19,15.32258065
trtpd2_August_grass,trtpd,trtpd_2,2022,August,8,2,2,grass,0.1,0.105152471
trtpd2_August_forb,trtpd,trtpd_2,2022,August,8,2,2,forb,63,66.24605678
trtpd2_August_woody,trtpd,trtpd_2,2022,August,8,2,2,woody,0,0
trtpd2_August_litter,trtpd,trtpd_2,2022,August,8,2,2,litter,32,33.64879075
trtpd2_August_grass,trtpd,trtpd_2,2022,August,8,2,3,grass,0.1,20
trtpd2_August_forb,trtpd,trtpd_2,2022,August,8,2,3,forb,0.3,60
trtpd2_August_woody,trtpd,trtpd_2,2022,August,8,2,3,woody,0,0
trtpd2_August_litter,trtpd,trtpd_2,2022,August,8,2,3,litter,0.1,20
trtpd2_August_grass,trtpd,trtpd_2,2022,August,8,2,4,grass,0,0
trtpd2_August_forb,trtpd,trtpd_2,2022,August,8,2,4,forb,17,5.214723926
trtpd2_August_woody,trtpd,trtpd_2,2022,August,8,2,4,woody,226,69.32515337
trtpd2_August_litter,trtpd,trtpd_2,2022,August,8,2,4,litter,83,25.4601227
trtpd2_August_grass,trtpd,trtpd_2,2022,August,8,2,5,grass,0,0
trtpd2_August_forb,trtpd,trtpd_2,2022,August,8,2,5,forb,7,93.33333333
trtpd2_August_woody,trtpd,trtpd_2,2022,August,8,2,5,woody,0,0
trtpd2_August_litter,trtpd,trtpd_2,2022,August,8,2,5,litter,0.5,6.666666667
trtpd3_August_grass,trtpd,trtpd_3,2022,August,8,4,1,grass,0,0
trtpd3_August_forb,trtpd,trtpd_3,2022,August,8,4,1,forb,145,82.85714286
trtpd3_August_woody,trtpd,trtpd_3,2022,August,8,4,1,woody,0,0
trtpd3_August_litter,trtpd,trtpd_3,2022,August,8,4,1,litter,30,17.14285714
trtpd3_August_grass,trtpd,trtpd_3,2022,August,8,4,2,grass,0,0
trtpd3_August_forb,trtpd,trtpd_3,2022,August,8,4,2,forb,360,69.63249516
trtpd3_August_woody,trtpd,trtpd_3,2022,August,8,4,2,woody,0,0
trtpd3_August_litter,trtpd,trtpd_3,2022,August,8,4,2,litter,157,30.36750484
trtpd3_August_grass,trtpd,trtpd_3,2022,August,8,4,3,grass,0,0
trtpd3_August_forb,trtpd,trtpd_3,2022,August,8,4,3,forb,55,91.66666667
trtpd3_August_woody,trtpd,trtpd_3,2022,August,8,4,3,woody,0,0
trtpd3_August_litter,trtpd,trtpd_3,2022,August,8,4,3,litter,5,8.333333333
trtpd3_August_grass,trtpd,trtpd_3,2022,August,8,4,4,grass,0,0
trtpd3_August_forb,trtpd,trtpd_3,2022,August,8,4,4,forb,130,94.89051095
trtpd3_August_woody,trtpd,trtpd_3,2022,August,8,4,4,woody,0,0
trtpd3_August_litter,trtpd,trtpd_3,2022,August,8,4,4,litter,7,5.109489051
trtpd3_August_grass,trtpd,trtpd_3,2022,August,8,4,5,grass,0,0
trtpd3_August_forb,trtpd,trtpd_3,2022,August,8,4,5,forb,0,0
trtpd3_August_woody,trtpd,trtpd_3,2022,August,8,4,5,woody,0,0
trtpd3_August_litter,trtpd,trtpd_3,2022,August,8,4,5,litter,0.1,100
untrtpd1_August_grass,untrtpd,untrtpd_1,2022,August,8,2,1,grass,25,41.66666667
untrtpd1_August_forb,untrtpd,untrtpd_1,2022,August,8,2,1,forb,0,0
untrtpd1_August_woody,untrtpd,untrtpd_1,2022,August,8,2,1,woody,0,0
untrtpd1_August_litter,untrtpd,untrtpd_1,2022,August,8,2,1,litter,35,58.33333333
untrtpd1_August_grass,untrtpd,untrtpd_1,2022,August,8,2,2,grass,2,10.52631579
untrtpd1_August_forb,untrtpd,untrtpd_1,2022,August,8,2,2,forb,0,0
untrtpd1_August_woody,untrtpd,untrtpd_1,2022,August,8,2,2,woody,0,0
untrtpd1_August_litter,untrtpd,untrtpd_1,2022,August,8,2,2,litter,17,89.47368421
untrtpd1_August_grass,untrtpd,untrtpd_1,2022,August,8,2,3,grass,15,26.78571429
untrtpd1_August_forb,untrtpd,untrtpd_1,2022,August,8,2,3,forb,0,0
untrtpd1_August_woody,untrtpd,untrtpd_1,2022,August,8,2,3,woody,0,0
untrtpd1_August_litter,untrtpd,untrtpd_1,2022,August,8,2,3,litter,41,73.21428571
untrtpd1_August_grass,untrtpd,untrtpd_1,2022,August,8,2,4,grass,16,12.12121212
untrtpd1_August_forb,untrtpd,untrtpd_1,2022,August,8,2,4,forb,0,0
untrtpd1_August_woody,untrtpd,untrtpd_1,2022,August,8,2,4,woody,0,0
untrtpd1_August_litter,untrtpd,untrtpd_1,2022,August,8,2,4,litter,116,87.87878788
untrtpd1_August_grass,untrtpd,untrtpd_1,2022,August,8,2,5,grass,30,42.25352113
untrtpd1_August_forb,untrtpd,untrtpd_1,2022,August,8,2,5,forb,0,0
untrtpd1_August_woody,untrtpd,untrtpd_1,2022,August,8,2,5,woody,0,0
untrtpd1_August_litter,untrtpd,untrtpd_1,2022,August,8,2,5,litter,41,57.74647887
untrtpd2_August_grass,untrtpd,untrtpd_2,2022,August,8,5,1,grass,0.5,0.483091787
untrtpd2_August_forb,untrtpd,untrtpd_2,2022,August,8,5,1,forb,100,96.61835749
untrtpd2_August_woody,untrtpd,untrtpd_2,2022,August,8,5,1,woody,0,0
untrtpd2_August_litter,untrtpd,untrtpd_2,2022,August,8,5,1,litter,3,2.898550725
untrtpd2_August_grass,untrtpd,untrtpd_2,2022,August,8,5,2,grass,0.1,0.19193858
untrtpd2_August_forb,untrtpd,untrtpd_2,2022,August,8,5,2,forb,49,94.04990403
untrtpd2_August_woody,untrtpd,untrtpd_2,2022,August,8,5,2,woody,0,0
untrtpd2_August_litter,untrtpd,untrtpd_2,2022,August,8,5,2,litter,3,5.75815739
untrtpd2_August_grass,untrtpd,untrtpd_2,2022,August,8,5,3,grass,6,9.917355372
untrtpd2_August_forb,untrtpd,untrtpd_2,2022,August,8,5,3,forb,54,89.25619835
untrtpd2_August_woody,untrtpd,untrtpd_2,2022,August,8,5,3,woody,0,0
untrtpd2_August_litter,untrtpd,untrtpd_2,2022,August,8,5,3,litter,0.5,0.826446281
untrtpd2_August_grass,untrtpd,untrtpd_2,2022,August,8,5,4,grass,5,3.401360544
untrtpd2_August_forb,untrtpd,untrtpd_2,2022,August,8,5,4,forb,118,80.27210884
untrtpd2_August_woody,untrtpd,untrtpd_2,2022,August,8,5,4,woody,0,0
untrtpd2_August_litter,untrtpd,untrtpd_2,2022,August,8,5,4,litter,24,16.32653061
untrtpd2_August_grass,untrtpd,untrtpd_2,2022,August,8,5,5,grass,0.1,0.094250707
untrtpd2_August_forb,untrtpd,untrtpd_2,2022,August,8,5,5,forb,84,79.17059378
untrtpd2_August_woody,untrtpd,untrtpd_2,2022,August,8,5,5,woody,0,0
untrtpd2_August_litter,untrtpd,untrtpd_2,2022,August,8,5,5,litter,22,20.73515551
untrtpd3_August_grass,untrtpd,untrtpd_3,2022,August,8,5,1,grass,0.1,0.662251656
untrtpd3_August_forb,untrtpd,untrtpd_3,2022,August,8,5,1,forb,7,46.35761589
untrtpd3_August_woody,untrtpd,untrtpd_3,2022,August,8,5,1,woody,0,0
untrtpd3_August_litter,untrtpd,untrtpd_3,2022,August,8,5,1,litter,8,52.98013245
untrtpd3_August_grass,untrtpd,untrtpd_3,2022,August,8,5,2,grass,0.3,0.335946249
untrtpd3_August_forb,untrtpd,untrtpd_3,2022,August,8,5,2,forb,0,0
untrtpd3_August_woody,untrtpd,untrtpd_3,2022,August,8,5,2,woody,0,0
untrtpd3_August_litter,untrtpd,untrtpd_3,2022,August,8,5,2,litter,89,99.66405375
untrtpd3_August_grass,untrtpd,untrtpd_3,2022,August,8,5,3,grass,7,60.86956522
untrtpd3_August_forb,untrtpd,untrtpd_3,2022,August,8,5,3,forb,0.5,4.347826087
untrtpd3_August_woody,untrtpd,untrtpd_3,2022,August,8,5,3,woody,0,0
untrtpd3_August_litter,untrtpd,untrtpd_3,2022,August,8,5,3,litter,4,34.7826087
untrtpd3_August_grass,untrtpd,untrtpd_3,2022,August,8,5,4,grass,0,0
untrtpd3_August_forb,untrtpd,untrtpd_3,2022,August,8,5,4,forb,39,86.66666667
untrtpd3_August_woody,untrtpd,untrtpd_3,2022,August,8,5,4,woody,0,0
untrtpd3_August_litter,untrtpd,untrtpd_3,2022,August,8,5,4,litter,6,13.33333333
untrtpd3_August_grass,untrtpd,untrtpd_3,2022,August,8,5,5,grass,0,0
untrtpd3_August_forb,untrtpd,untrtpd_3,2022,August,8,5,5,forb,13,52
untrtpd3_August_woody,untrtpd,untrtpd_3,2022,August,8,5,5,woody,0,0
untrtpd3_August_litter,untrtpd,untrtpd_3,2022,August,8,5,5,litter,12,48
bison1_September_grass,bison,bison_1,2022,September,9,4,1,grass,0,0
bison1_September_forb,bison,bison_1,2022,September,9,4,1,forb,44,69.84126984
bison1_September_woody,bison,bison_1,2022,September,9,4,1,woody,0,0
bison1_September_litter,bison,bison_1,2022,September,9,4,1,litter,19,30.15873016
bison1_September_grass,bison,bison_1,2022,September,9,4,2,grass,42.7,69.31818182
bison1_September_forb,bison,bison_1,2022,September,9,4,2,forb,4.7,7.62987013
bison1_September_woody,bison,bison_1,2022,September,9,4,2,woody,0,0
bison1_September_litter,bison,bison_1,2022,September,9,4,2,litter,14.2,23.05194805
bison1_September_grass,bison,bison_1,2022,September,9,4,3,grass,0,0
bison1_September_forb,bison,bison_1,2022,September,9,4,3,forb,23.5,32.14774282
bison1_September_woody,bison,bison_1,2022,September,9,4,3,woody,0,0
bison1_September_litter,bison,bison_1,2022,September,9,4,3,litter,49.6,67.85225718
bison1_September_grass,bison,bison_1,2022,September,9,4,4,grass,0,0
bison1_September_forb,bison,bison_1,2022,September,9,4,4,forb,0,0
bison1_September_woody,bison,bison_1,2022,September,9,4,4,woody,0,0
bison1_September_litter,bison,bison_1,2022,September,9,4,4,litter,62,100
bison1_September_grass,bison,bison_1,2022,September,9,4,5,grass,0,0
bison1_September_forb,bison,bison_1,2022,September,9,4,5,forb,12.4,7.268464244
bison1_September_woody,bison,bison_1,2022,September,9,4,5,woody,0,0
bison1_September_litter,bison,bison_1,2022,September,9,4,5,litter,158.2,92.73153576
bison2_September_grass,bison,bison_2,2022,September,9,2,1,grass,0,0
bison2_September_forb,bison,bison_2,2022,September,9,2,1,forb,0,0
bison2_September_woody,bison,bison_2,2022,September,9,2,1,woody,0,0
bison2_September_litter,bison,bison_2,2022,September,9,2,1,litter,149,100
bison2_September_grass,bison,bison_2,2022,September,9,2,2,grass,0,0
bison2_September_forb,bison,bison_2,2022,September,9,2,2,forb,0,0
bison2_September_woody,bison,bison_2,2022,September,9,2,2,woody,0,0
bison2_September_litter,bison,bison_2,2022,September,9,2,2,litter,188.1,100
bison2_September_grass,bison,bison_2,2022,September,9,2,3,grass,103.6,41.34078212
bison2_September_forb,bison,bison_2,2022,September,9,2,3,forb,0,0
bison2_September_woody,bison,bison_2,2022,September,9,2,3,woody,0,0
bison2_September_litter,bison,bison_2,2022,September,9,2,3,litter,147,58.65921788
bison2_September_grass,bison,bison_2,2022,September,9,2,4,grass,0,0
bison2_September_forb,bison,bison_2,2022,September,9,2,4,forb,0,0
bison2_September_woody,bison,bison_2,2022,September,9,2,4,woody,0,0
bison2_September_litter,bison,bison_2,2022,September,9,2,4,litter,304.4,100
bison2_September_grass,bison,bison_2,2022,September,9,2,5,grass,126.3,36.4081868
bison2_September_forb,bison,bison_2,2022,September,9,2,5,forb,0,0
bison2_September_woody,bison,bison_2,2022,September,9,2,5,woody,0,0
bison2_September_litter,bison,bison_2,2022,September,9,2,5,litter,220.6,63.5918132
bison3_September_grass,bison,bison_3,2022,September,9,1,1,grass,37.1,9.314353142
bison3_September_forb,bison,bison_3,2022,September,9,1,1,forb,0.01,0.002510607
bison3_September_woody,bison,bison_3,2022,September,9,1,1,woody,0,0
bison3_September_litter,bison,bison_3,2022,September,9,1,1,litter,361.2,90.68313625
bison3_September_grass,bison,bison_3,2022,September,9,1,2,grass,46.7,36.06177606
bison3_September_forb,bison,bison_3,2022,September,9,1,2,forb,0.8,0.617760618
bison3_September_woody,bison,bison_3,2022,September,9,1,2,woody,0,0
bison3_September_litter,bison,bison_3,2022,September,9,1,2,litter,82,63.32046332
bison3_September_grass,bison,bison_3,2022,September,9,1,3,grass,47.3,62.23684211
bison3_September_forb,bison,bison_3,2022,September,9,1,3,forb,0,0
bison3_September_woody,bison,bison_3,2022,September,9,1,3,woody,0,0
bison3_September_litter,bison,bison_3,2022,September,9,1,3,litter,28.7,37.76315789
bison3_September_grass,bison,bison_3,2022,September,9,1,4,grass,58.9,37.0906801
bison3_September_forb,bison,bison_3,2022,September,9,1,4,forb,0,0
bison3_September_woody,bison,bison_3,2022,September,9,1,4,woody,0,0
bison3_September_litter,bison,bison_3,2022,September,9,1,4,litter,99.9,62.9093199
bison3_September_grass,bison,bison_3,2022,September,9,1,5,grass,32.7,52.07006369
bison3_September_forb,bison,bison_3,2022,September,9,1,5,forb,1.9,3.025477707
bison3_September_woody,bison,bison_3,2022,September,9,1,5,woody,0,0
bison3_September_litter,bison,bison_3,2022,September,9,1,5,litter,28.2,44.9044586
ungrazed1_September_grass,ungrazed,ungrazed_1,2022,September,9,4,1,grass,39.5,11.51603499
ungrazed1_September_forb,ungrazed,ungrazed_1,2022,September,9,4,1,forb,12.5,3.644314869
ungrazed1_September_woody,ungrazed,ungrazed_1,2022,September,9,4,1,woody,0,0
ungrazed1_September_litter,ungrazed,ungrazed_1,2022,September,9,4,1,litter,291,84.83965015
ungrazed1_September_grass,ungrazed,ungrazed_1,2022,September,9,4,2,grass,49.9,23.24173265
ungrazed1_September_forb,ungrazed,ungrazed_1,2022,September,9,4,2,forb,0,0
ungrazed1_September_woody,ungrazed,ungrazed_1,2022,September,9,4,2,woody,0,0
ungrazed1_September_litter,ungrazed,ungrazed_1,2022,September,9,4,2,litter,164.8,76.75826735
ungrazed1_September_grass,ungrazed,ungrazed_1,2022,September,9,4,3,grass,53.3,26.55705032
ungrazed1_September_forb,ungrazed,ungrazed_1,2022,September,9,4,3,forb,0,0
ungrazed1_September_woody,ungrazed,ungrazed_1,2022,September,9,4,3,woody,0,0
ungrazed1_September_litter,ungrazed,ungrazed_1,2022,September,9,4,3,litter,147.4,73.44294968
ungrazed1_September_grass,ungrazed,ungrazed_1,2022,September,9,4,4,grass,6.8,17.5257732
ungrazed1_September_forb,ungrazed,ungrazed_1,2022,September,9,4,4,forb,0,0
ungrazed1_September_woody,ungrazed,ungrazed_1,2022,September,9,4,4,woody,5.6,14.43298969
